,Longitude,Latitude,Housing_median_age,Total_rooms,Total_bedrooms,Population,Households,Median_income,Ocean_proximity,House_value
0,-1.3278352216308462,1.0525482830366848,0.9821426581785077,-0.8048190966246049,-0.9752278507082348,-0.9744285971768408,-0.9770328537634586,2.3447657583017163,3,2.129631481668038
1,-1.3228439144608317,1.043184551645693,-0.6070189133741593,2.045890099248613,1.3550881973138704,0.8614388682720688,1.6699610275640624,2.3322379635373314,3,1.314156136924335
2,-1.3328265288008536,1.038502685950199,1.8561815225324745,-0.5357458858226144,-0.8297321711490245,-0.8207773518723145,-0.8436369170562416,1.7826994032844994,3,1.2586934142212565
3,-1.3378178359708683,1.038502685950199,1.8561815225324745,-0.6242145905667101,-0.7223992927856727,-0.7660280575684029,-0.7337814397679453,0.9329675088245888,3,1.1651000696598113
4,-1.3378178359708683,1.038502685950199,1.8561815225324745,-0.4624039544285455,-0.6150664144223209,-0.7598466856308644,-0.6291571756838535,-0.012880995886439435,3,1.1728995150399317
5,-1.3378178359708683,1.038502685950199,1.8561815225324745,-0.7869420008473006,-0.774873144429978,-0.8940707619888414,-0.8017872114226049,0.08744663781489194,3,0.5446108594191194
6,-1.3378178359708683,1.0338208202547048,1.8561815225324745,-0.046188493767204096,-0.11656482380142012,-0.29271157777974693,0.037822507852231305,-0.11136630682830236,3,0.8002593468786223
7,-1.3378178359708683,1.0338208202547048,1.8561815225324745,0.21463374975295366,0.35569984099732793,-0.23707923034190118,0.38569818593183636,-0.39513664957954914,3,0.2993616324664436
8,-1.3428091431408828,1.0338208202547048,1.0616007367561409,-0.03702075234294548,0.3032259893530226,-0.19380962677913224,0.24968664262251708,-0.9423591469347639,3,0.17197069125780987
9,-1.3378178359708683,1.0338208202547048,1.8561815225324745,0.41861599644270797,0.403403342492151,0.11084370442811828,0.56094382827269,-0.0944695752343217,3,0.47008282578685745
10,-1.3428091431408828,1.038502685950199,1.8561815225324745,-0.19883138848111012,-0.24774945291218348,-0.45519335442361386,-0.2551254315832256,-0.35139464349045885,3,0.6468702544029206
11,-1.3428091431408828,1.038502685950199,1.8561815225324745,0.3975301911669131,0.5107362208555027,0.06934020713321748,0.6132559603147358,-0.31591677092241194,3,0.302828052635386
12,-1.3428091431408828,1.038502685950199,1.8561815225324745,-0.06635752490057306,-0.1523424499225374,-0.28917936524401067,-0.0824953958444742,-0.41882365648699876,3,0.05757882568271023
13,-1.3428091431408828,1.0338208202547048,1.8561815225324745,-0.8891623177277842,-0.8273469960742834,-0.9541183750963574,-0.8514837368625485,-0.6301117581014498,3,-0.13480749369359374
14,-1.3428091431408828,1.038502685950199,1.8561815225324745,0.003317309923792452,0.21020416143811765,-0.1885113079755279,0.3150768076750744,-1.028527214284753,3,-0.41298771225122244
15,-1.3428091431408828,1.038502685950199,1.6972653653772076,-0.6948061995335015,-0.6079108891980974,-0.6432836719515685,-0.6160791426733421,-0.9188826911998249,3,-0.5793758803604583
16,-1.3478004503108902,1.038502685950199,1.8561815225324745,-0.30701073728736183,-0.4552596844146637,-0.5585105710938988,-0.4408335003324884,-0.5767370358699966,3,-0.47105025008100787
17,-1.3478004503108902,1.038502685950199,1.8561815225324745,-0.645300395842505,-0.5840591384506859,-0.6865532755143374,-0.5140704851913526,-0.9214093052699528,3,-0.44505209881393976
18,-1.3428091431408828,1.0338208202547048,1.6972653653772076,-0.1818710668462317,-0.19766077634261928,-0.3845491037088891,-0.21066011934748657,-0.9893646961977695,3,-0.41732073746240045
19,-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.519243951258949,-0.5721332630769801,-0.649465043889107,-0.5873074700502169,-0.6671161266701989,3,-0.3809233256885051
20,-1.3478004503108902,1.038502685950199,0.9026845796008742,-0.863951028811073,-0.8440432215974715,-0.8976029745245777,-0.8724085896793669,-1.3227198400752775,3,-0.514380502192788
21,-1.3478004503108902,1.038502685950199,1.0616007367561409,-0.4569033095739903,-0.40755618291984064,-0.43841534487886674,-0.34928726925890813,-1.1354872099201703,3,-0.4077880819978088
22,-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.09156881381728427,0.007464280085119763,-0.3624727753605376,-0.05633932982345126,-1.1294338637104884,3,-0.8055597963839508
23,-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.4344423430845567,-0.4791114351620752,-0.5055273830578553,-0.4565271399451022,-0.8896160782208427,3,-0.9286177123814064
24,-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.18874687291442566,-0.24059392768796004,-0.37042025356594416,-0.2028132995411797,-0.6688531738434118,3,-0.6435046534858929
25,-1.352791757480905,1.038502685950199,0.9821426581785077,-0.9629626361930661,-0.9895389011566816,-0.9788438628465111,-0.9953420999781746,-0.7721285239598924,3,-0.8610225190870294
26,-1.352791757480905,1.038502685950199,1.6178072867995743,-0.6902223288213722,-0.7009327171130023,-0.7227584540056339,-0.6814693077258994,-0.742703997601527,3,-0.9797474098733071
27,-1.352791757480905,1.038502685950199,1.8561815225324745,-0.33818105812984117,-0.27875672888381847,-0.28564715270827445,-0.268203464593737,-1.085744495414526,3,-0.8783546199317415
28,-1.352791757480905,1.0338208202547048,1.6972653653772076,-0.25383783702666185,-0.10940929857719667,-0.2600386118241867,-0.06941736283396273,-1.1729126808339403,3,-0.8488900484957309
29,-1.352791757480905,1.0338208202547048,1.8561815225324745,-0.8740355443777575,-0.9012874233912591,-0.9099657183996545,-0.901180262302492,-1.1491730361333632,3,-0.6487042837393066
30,-1.352791757480905,1.0338208202547048,1.6178072867995743,-0.3299300908480084,-0.2167421769405485,-0.4966968517185147,-0.31789999003368064,-1.0228949704200927,3,-0.73276497283616
