,Longitude,Latitude,Housing_median_age,Total_rooms,Total_bedrooms,Population,Households,Median_income,Ocean_proximity,House_value
0,-0.9868073878628013,0.9576719576719586,0.631578947368421,-0.7334215556535804,-0.8924187725631769,-0.8997867803837953,-0.8707692307692307,2.197582402458885,3,1.8804478897502153
1,-0.9841688654353593,0.9523809523809524,-0.42105263157894735,2.9242758417879724,1.9292418772563178,1.316631130063966,2.243076923076923,2.1866642200151385,3,1.2320413436692506
2,-0.9894459102902395,0.9497354497354503,1.2105263157894737,-0.388178209086899,-0.7162454873646209,-0.7142857142857143,-0.7138461538461538,1.707732183407115,3,1.1879414298018949
3,-0.9920844327176815,0.9497354497354503,1.2105263157894737,-0.5016909278047346,-0.5862815884476534,-0.6481876332622601,-0.5846153846153846,0.9671766405945362,3,1.113522825150732
4,-0.9920844327176815,0.9497354497354503,1.2105263157894737,-0.2940744008234083,-0.4563176895306859,-0.6407249466950959,-0.46153846153846156,0.14285386609170372,3,1.119724375538329
5,-0.9920844327176815,0.9497354497354503,1.2105263157894737,-0.7104837523893545,-0.6498194945848376,-0.802771855010661,-0.6646153846153846,0.23029107507397328,3,0.6201550387596899
6,-0.9920844327176815,0.9470899470899482,1.2105263157894737,0.2399647110719012,0.1472924187725632,-0.0767590618336887,0.3230769230769231,0.05702227217469105,3,0.8234280792420328
7,-0.9920844327176815,0.9470899470899482,1.2105263157894737,0.5746213792089399,0.7191335740072202,-0.009594882729211088,0.7323076923076923,-0.19028832259100378,3,0.42515073212747634
8,-0.9947229551451235,0.9470899470899482,0.6842105263157895,0.2517276871048375,0.6555956678700361,0.042643923240938165,0.5723076923076923,-0.6672018716884187,3,0.32385874246339363
9,-0.9920844327176815,0.9470899470899482,1.2105263157894737,0.8363475959417732,0.7768953068592058,0.41044776119402987,0.9384615384615385,0.07174805605890318,3,0.5608957795004307
10,-0.9947229551451235,0.9497354497354503,1.2105263157894737,0.044111160123511246,-0.011552346570397111,-0.27292110874200426,-0.021538461538461538,-0.15216643347019274,3,0.7014642549526271
11,-0.9947229551451235,0.9497354497354503,1.2105263157894737,0.8092927510660197,0.9068592057761733,0.3603411513859275,1.0,-0.12124687478496206,3,0.42790697674418604
12,-0.9947229551451235,0.9497354497354503,1.2105263157894737,0.21408616379944126,0.10397111913357401,-0.07249466950959488,0.18153846153846154,-0.21093194485859096,3,0.23290267011197244
13,-0.9947229551451235,0.9470899470899482,1.2105263157894737,-0.8416409351565947,-0.7133574007220217,-0.8752665245202559,-0.7230769230769231,-0.39507305548546906,3,0.07993109388458226
14,-0.9947229551451235,0.9497354497354503,1.2105263157894737,0.3034847816497574,0.5429602888086643,0.04904051172707889,0.6492307692307693,-0.7422987820262861,3,-0.14125753660637383
15,-0.9947229551451235,0.9497354497354503,1.105263157894737,-0.5922658432583444,-0.44765342960288806,-0.5,-0.4461538461538462,-0.6467417482854323,3,-0.273557278208441
16,-0.9973614775725618,0.9497354497354503,1.2105263157894737,-0.09469195706513749,-0.2628158844765343,-0.3976545842217484,-0.24,-0.34855609330917253,3,-0.18742463393626185
17,-0.9973614775725618,0.9497354497354503,1.2105263157894737,-0.5287457726804882,-0.4187725631768953,-0.5522388059701493,-0.3261538461538461,-0.6489437346606416,3,-0.16675279931093884
18,-0.9947229551451235,0.9470899470899482,1.105263157894737,0.06587266578444347,0.04909747292418772,-0.18763326226012794,0.03076923076923077,-0.7081679932105418,3,-0.14470284237726097
19,-0.9973614775725618,0.9470899470899482,1.2105263157894737,-0.3670048522276136,-0.4043321299638989,-0.5074626865671642,-0.4123076923076923,-0.4273229809390553,3,-0.11576227390180878
20,-0.9973614775725618,0.9497354497354503,0.5789473684210527,-0.8092927510660197,-0.7335740072202166,-0.8070362473347548,-0.7476923076923077,-0.9986925705897193,3,-0.22187769164513352
21,-0.9973614775725618,0.9497354497354503,0.6842105263157895,-0.2870166152036465,-0.20505415162454874,-0.2526652452025586,-0.13230769230769232,-0.8355162052434799,3,-0.13712316968130922
22,-0.9973614775725618,0.9470899470899482,1.2105263157894737,0.18173797970886635,0.29747292418772564,-0.16098081023454158,0.2123076923076923,-0.8302406128862075,3,-0.4534022394487511
23,-0.9973614775725618,0.9470899470899482,1.2105263157894737,-0.2581973239229525,-0.29169675090252706,-0.3336886993603412,-0.25846153846153846,-0.6212354061059245,3,-0.5512489233419466
24,-0.9973614775725618,0.9470899470899482,1.2105263157894737,0.05705043375974121,-0.002888086642599278,-0.17057569296375266,0.04,-0.42883684657201165,3,-0.3245478036175711
25,-1.0000000000000038,0.9497354497354503,0.631578947368421,-0.9363328922217321,-0.9097472924187726,-0.9051172707889126,-0.8923076923076924,-0.518843039658692,3,-0.4975021533161068
26,-1.0000000000000038,0.9497354497354503,1.0526315789473684,-0.5863843552418762,-0.5602888086642599,-0.5959488272921108,-0.5230769230769231,-0.49319907333073354,3,-0.5919035314384151
27,-1.0000000000000038,0.9497354497354503,1.2105263157894737,-0.134686075577121,-0.04909747292418772,-0.06823027718550106,-0.036923076923076927,-0.7921645984815467,3,-0.5112833763996555
28,-1.0000000000000038,0.9470899470899482,1.105263157894737,-0.02646669607410675,0.155956678700361,-0.03731343283582089,0.19692307692307692,-0.8681331284262677,3,-0.4878552971576227
29,-1.0000000000000038,0.9470899470899482,1.2105263157894737,-0.8222320247022497,-0.8028880866425993,-0.8219616204690832,-0.7815384615384615,-0.8474436314425303,3,-0.32868217054263565
30,-1.0000000000000038,0.9470899470899482,1.0526315789473684,-0.12409939714747831,0.025992779783393503,-0.3230277185501066,-0.09538461538461539,-0.7373901873982153,3,-0.39552110249784667
31,-1.0000000000000038,0.9470899470899482,1.2105263157894737,0.015291868842817233,0.12418772563176896,0.0021321961620469083,0.09846153846153846,-0.7217469091909993,3,-0.4444444444444444
32,-0.9973614775725618,0.9470899470899482,1.0,-0.12057050433759742,-0.08375451263537906,-0.14925373134328357,-0.2276923076923077,-0.7972566919742183,3,-0.47751937984496123
33,-0.9973614775725618,0.9444444444444442,1.0526315789473684,-0.2776062343772975,-0.20794223826714803,-0.43923240938166314,-0.24615384615384617,-0.990802119411886,3,-0.5154177433247201
34,-0.9973614775725618,0.9444444444444442,1.1578947368421053,0.3164240552859874,0.3927797833935018,0.09808102345415778,0.39076923076923076,-0.3690620914283091,3,-0.48234280792420325
35,-0.9973614775725618,0.9444444444444442,1.0526315789473684,-0.5363917071018968,-0.4505415162454874,-0.6353944562899787,-0.4461538461538462,-0.9398353097690206,3,-0.5684754521963824
36,-0.9973614775725618,0.9444444444444442,1.0,-0.19350095574180268,-0.017328519855595668,-0.1908315565031983,-0.1076923076923077,-1.1182420808771245,3,-0.5181739879414298
37,-1.0000000000000038,0.9444444444444442,1.2105263157894737,-0.36229966181443907,-0.13862815884476534,-0.28251599147121537,-0.018461538461538463,-0.9746083446108674,3,-0.5223083548664944
38,-0.9947229551451235,0.9444444444444442,1.2105263157894737,-0.38641376268195854,-0.311913357400722,-0.5085287846481876,-0.3076923076923077,-0.025139344450306092,3,0.08062015503875969
39,-0.9947229551451235,0.9444444444444442,1.2105263157894737,0.1793853845022791,0.8,0.22494669509594883,0.8830769230769231,-0.43351606761933154,3,-0.02549526270456503
40,-0.9947229551451235,0.9444444444444442,1.2105263157894737,-0.2717247463608293,-0.054873646209386284,-0.2345415778251599,-0.043076923076923075,-0.659219671078285,3,-0.16744186046511628
41,-0.9947229551451235,0.9444444444444442,1.1578947368421053,-0.7004852227613586,-0.3667870036101083,-0.6918976545842217,-0.49230769230769234,-1.0319976145147602,3,-0.20465116279069767
42,-0.9947229551451235,0.9470899470899482,1.0526315789473684,-0.8316424055285987,-0.6815884476534296,-0.7505330490405118,-0.676923076923077,-1.1513636259375644,3,-0.4196382428940568
43,-0.9947229551451235,0.9470899470899482,1.2105263157894737,-0.6922511395383032,-0.6815884476534296,-0.7452025586353944,-0.6492307692307693,0.19703190586508265,3,0.06270456503014643
44,-0.9947229551451235,0.9444444444444442,1.2105263157894737,-0.4022937803264226,-0.3667870036101083,-0.5394456289978679,-0.36,-0.2396036424524621,3,0.03238587424633936
45,-0.9947229551451235,0.9444444444444442,1.2105263157894737,-0.27701808557565066,-0.05198555956678701,-0.47761194029850745,-0.08307692307692308,-0.3936050645686628,3,0.017915590008613265
46,-0.9947229551451235,0.9444444444444442,1.105263157894737,-0.5893250992501102,-0.33501805054151623,-0.5863539445628998,-0.3230769230769231,-0.6921577172741243,3,-0.2563307493540052
47,-0.9973614775725618,0.9417989417989421,0.7368421052631579,-0.6587266578444346,-0.36389891696750903,-0.6481876332622601,-0.48,-0.8257448907034887,3,-0.2907838070628768
48,-0.9947229551451235,0.9417989417989421,0.5789473684210527,-0.8839876488751655,-0.7018050541516245,-0.7921108742004265,-0.7661538461538462,-1.1854944147533084,3,0.053746770025839795
49,-0.9973614775725618,0.9417989417989421,0.5789473684210527,-0.6946037347448905,-0.18194945848375452,-0.4968017057569296,-0.1753846153846154,-0.8073032548111108,3,-0.4630490956072351
50,-0.9973614775725618,0.9417989417989421,-0.42105263157894735,-0.7240111748272313,0.04332129963898917,-0.4594882729211087,0.08923076923076922,-1.1987063330045642,3,-0.053746770025839795
51,-0.9973614775725618,0.9417989417989421,0.7368421052631579,-0.1523305396265255,0.05198555956678701,-0.11194029850746269,-0.006153846153846154,-0.9313943619973849,3,-0.5919035314384151
52,-0.9973614775725618,0.9417989417989421,0.631578947368421,0.6434347890016174,1.1985559566787003,0.8454157782515992,0.9569230769230769,-1.1120031194806979,3,-0.5664082687338501
53,-0.9973614775725618,0.9417989417989421,1.2105263157894737,-0.29230995441846785,0.05198555956678701,-0.0042643923240938165,-0.027692307692307693,-1.049292382503383,3,-0.5202411714039621
54,-1.0000000000000038,0.9417989417989421,1.2105263157894737,-0.5628584031760036,-0.5862815884476534,-0.4957356076759062,-0.5415384615384615,-0.8830882858912309,3,-0.6353143841515935
55,-1.0000000000000038,0.9417989417989421,1.2105263157894737,-0.6951918835465373,-0.5631768953068592,-0.6289978678038379,-0.5815384615384616,-0.9741495974493657,3,-0.6656330749354005
56,-1.0000000000000038,0.9417989417989421,1.2105263157894737,-0.52286428466402,-0.4332129963898917,-0.579957356076759,-0.46153846153846156,-0.9308438654035827,3,-0.6353143841515935
57,-1.0000000000000038,0.9417989417989421,1.2105263157894737,-0.375238935450669,-0.29747292418772564,-0.4669509594882729,-0.5076923076923077,-1.246691286097667,3,-0.650473729543497
58,-1.0000000000000038,0.9417989417989421,1.2105263157894737,-0.4352301132186443,-0.28014440433212995,-0.09808102345415778,-0.3230769230769231,-1.0632382962130418,3,-0.6849267872523687
59,-1.0026385224274457,0.9417989417989421,-1.4210526315789473,-1.158064990442582,-1.1407942238267148,-1.1428571428571428,-1.083076923076923,-0.4460398651283344,3,-0.8248062015503876
60,-1.0026385224274457,0.9444444444444442,1.2105263157894737,-0.5916776944566975,-0.6555956678700361,-0.652452025586354,-0.683076923076923,-0.06509622221712488,3,-0.7166236003445305
61,-1.0026385224274457,0.9417989417989421,1.0526315789473684,-1.1715924128804587,-1.1812274368231046,-1.1513859275053304,-1.1876923076923076,1.1851732917402573,3,-0.7214470284237726
62,-1.0026385224274457,0.93915343915344,1.105263157894737,-0.8039994118511984,-0.7162454873646209,-0.8411513859275054,-0.8830769230769231,-1.2082023992476545,3,-0.6449612403100775
